address,town,name,type,id,lat,long
275 Essex Street,Lynnfield,Lynnfield High,Public School,1640505,42.53888329999999,-71.03314619999999
505 Main Street,Lynnfield,Lynnfield Middle School,Public School,1640405,42.5375551,-71.0515618
262 Summer Street,Lynnfield,Lynnfield Preschool,Public School,1640005,42.534008,-71.039684
262 Summer Street,Lynnfield,Summer Street,Public School,1640020,42.534008,-71.039684
1001 Commonwealth Avenue,Boston,MATCH Charter Public School,Charter School,4690505,42.352208,-71.1209549
85 Prescott Street,Worcester,Ma Academy for Math and Science School,Public School,4680505,42.2760364,-71.7997863
401 Pleasant Street,Malden,Beebe,Public School,1650003,42.4272047,-71.0789502
150 Cross Street,Malden,Ferryway,Public School,1650013,42.4216154,-71.05952669999999
74 Sylvan Street,Malden,Forestdale,Public School,1650027,42.4403405,-71.0537635
29 Wescott Street,Malden,Linden,Public School,1650047,42.4337996,-71.0339742
257 Mountain Avenue,Malden,Malden Early Learning Center,Public School,1650049,42.4315704,-71.0634204
77 Salem Street,Malden,Malden High,Public School,1650505,42.42675759999999,-71.0649918
529 Salem Street,Malden,Salemwood,Public School,1650057,42.4318023,-71.0503068
12 Story Street,Essex,Essex Elementary,Public School,6980020,42.631997,-70.790099
36 Lincoln Street,Manchester,Manchester Essex Regional High School,Public School,6980510,42.582067,-70.76624699999999
36 Lincoln Street,Manchester,Manchester Essex Regional Middle School,Public School,6980030,42.582067,-70.76624699999999
43 Lincoln Street,Manchester,Manchester Memorial Elementary,Public School,6980010,42.57979599999999,-70.764281
245 East Street,Mansfield,Everett W Robinson,Public School,1670007,42.0275164,-71.2046723
240 East Street,Mansfield,Harold L Qualters Middle,Public School,1670035,42.0291642,-71.2061647
255 East Street,Mansfield,Jordan/Jackson Elementary,Public School,1670014,42.0274925,-71.2011785
250 East Street,Mansfield,Mansfield High,Public School,1670505,42.0296536,-71.20443759999999
29 Dean Street,Mansfield,Roland Green School,Public School,1670003,42.0253042,-71.222145
6 Main Street Extension #3169,Plymouth,Map Academy Charter School,Charter School,35170505,41.95573170000001,-70.66358559999999
50 Elm Street,Marblehead,Elbridge Gerry,Public School,1680015,42.5064538,-70.8502074
9 Maple Street,Marblehead,Glover,Public School,1680020,42.4901887,-70.8792151
1 Turner Rd,Marblehead,L H Coffin,Public School,1680010,42.5083577,-70.8595282
40 Baldwin Rd,Marblehead,Malcolm L Bell,Public School,1680005,42.496747,-70.871219
2 Humphrey Street,Marblehead,Marblehead High,Public School,1680505,42.49239110000001,-70.8677792
217 Pleasant Street,Marblehead,Marblehead Veterans Middle School,Public School,1680300,42.4981591,-70.86181909999999
93 Village Street,Marblehead,Village School,Public School,1680016,42.5028593,-70.86598029999999
17 Lime Street,Marblehead,Marblehead Community Charter Public School,Charter School,4640305,42.50854,-70.853145
16 Spring Street,Marion,Sippican,Public School,1690005,41.7034755,-70.7667321
25 Union Street,Marlborough,1 LT Charles W. Whitcomb School,Public School,1700045,42.3574014,-71.5489552
444 Hosmer Street,Marlborough,Charles Jaworek School,Public School,1700030,42.3661319,-71.531684
17 Washington Street,Marlborough,Early Childhood Center,Public School,1700006,42.3489232,-71.5464044
520 Farm Road,Marlborough,Francis J Kane,Public School,1700008,42.3431627,-71.52043909999999
431 Bolton Street,Marlborough,Marlborough High,Public School,1700505,42.3623774,-71.5530398
80 Foley Road,Marlborough,Richer,Public School,1700025,42.3381582,-71.5774787
1456 Ocean Street,Marshfield,Daniel Webster,Public School,1710015,42.095534,-70.6867181
165 Eames Way,Marshfield,Eames Way School,Public School,1710005,42.132086,-70.728656
500 Furnace Street,Marshfield,Furnace Brook Middle,Public School,1710310,42.1067923,-70.7380439
60 Regis Rd,Marshfield,Gov Edward Winslow,Public School,1710020,42.07125620000001,-70.6690481
167 Forest Street,Marshfield,Marshfield High,Public School,1710505,42.1103484,-70.7373041
275 Forest Street,Marshfield,Martinson Elementary,Public School,1710025,42.11214349999999,-70.7396954
59 Hatch Street,Marshfield,South River,Public School,1710010,42.094718,-70.71409899999999
Box 1385,Oak Bluffs,Martha's Vineyard Regional High,Public School,7000505,41.420162,-70.572137
PO Box 1150,West Tisbury,Martha's Vineyard Charter School,Charter School,4660550,41.38122449999999,-70.6744723
285 Dorset Street,Springfield,Martin Luther King Jr. Charter School of Excellence,Charter School,4920005,42.0839081,-72.5359027
20 Endicott Rd,Boxford,Masconomet Regional High School,Public School,7050505,42.6277555,-70.9746949
20 Endicott Rd,Boxford,Masconomet Regional Middle School,Public School,7050405,42.6277555,-70.9746949
152 Old Barnstable Road,Mashpee,Kenneth Coombs School,Public School,1720005,41.6202095,-70.4930766
500 Old Barnstable Road,Mashpee,Mashpee High,Public School,1720505,41.6148556,-70.5067921
500 Old Barnstable Road,Mashpee,Mashpee Middle School,Public School,1720020,41.6148556,-70.5067921
150 Old Barnstable Road,Mashpee,Quashnet School,Public School,1720035,41.6234687,-70.4940355
278 Main St.,Greenfield,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,Public School,39010900,42.58826730000001,-72.6012361
17 Barstow Street,Mattapoisett,Center,Public School,1730005,41.6599545,-70.8130271
20 Shaw Street,Mattapoisett,Old Hammondtown,Public School,1730010,41.6596417,-70.83203089999999
3 Tiger Drive,Maynard,Fowler School,Public School,1740305,42.4221226,-71.4566734
5 Tiger Drive,Maynard,Green Meadow,Public School,1740010,42.423659,-71.4582786
1 Tiger Drive,Maynard,Maynard High,Public School,1740505,42.4226962,-71.4526534
45 Adams Street,Medfield,Dale Street,Public School,1750005,42.19220989999999,-71.311418
88R South Street,Medfield,Medfield Senior High,Public School,1750505,42.1856406,-71.2961819
59 Adams Street,Medfield,Memorial School,Public School,1750003,42.1944375,-71.3124449
17 Elm Street,Medfield,Ralph Wheelock School,Public School,1750007,42.1746819,-71.29016779999999
24 Pound Street,Medfield,Thomas Blake Middle,Public School,1750305,42.1863641,-71.295116
388 High Street,Medford,Brooks School,Public School,1760130,42.4210634,-71.12814279999999
37 Hicks Avenue,Medford,Christopher Columbus,Public School,1760140,42.4014612,-71.1019159
437 Main Street,Medford,Curtis-Tufts,Public School,1760510,42.4022179,-71.1065106
3002 Mystic Valley Pkwy,Medford,John J McGlynn Elementary School,Public School,1760068,42.4088554,-71.0979679
3004 Mystic Valley Parkway,Medford,John J. McGlynn Middle School,Public School,1760320,42.4090111,-71.09801569999999
3000 Mystic Valley Pkwy,Medford,Madeleine Dugger Andrews,Public School,1760315,42.411943,-71.0983136
489 Winthrop Street,Medford,Medford High,Public School,1760505,42.4302094,-71.1251096
489 Winthrop Street,Medford,Medford Vocational Technical High,Public School,1760605,42.4302094,-71.1251096
35 Court Street,Medford,Milton Fuller Roberts,Public School,1760150,42.4217831,-71.0993041
16 Cassidy Lane,Medway,Burke/Memorial Elementary School,Public School,1770015,42.1418529,-71.40724879999999
9 Lovering Street,Medway,John D Mc Govern Elementary,Public School,1770013,42.155099,-71.41185899999999
88 Summer Street,Medway,Medway High,Public School,1770505,42.1543879,-71.4433451
45 Holliston Street,Medway,Medway Middle,Public School,1770305,42.1451044,-71.4074443
16 Franklin Street,Melrose,Early Childhood Center,Public School,1780003,42.4669353,-71.061553
37 Glendower Road,Melrose,Herbert Clark Hoover,Public School,1780017,42.4495307,-71.0498413
40 Damon Avenue,Melrose,Horace Mann,Public School,1780025,42.468417,-71.05729199999999
80 West Wyoming Avenue,Melrose,Lincoln,Public School,1780020,42.4525004,-71.0712415
360 Lynn Fells Parkway,Melrose,Melrose High,Public School,1780505,42.4643104,-71.0660204
350 Lynn Fells Parkway,Melrose,Melrose Middle,Public School,1780305,42.4632334,-71.06525239999999
253 Vinton Street,Melrose,Roosevelt,Public School,1780035,42.4657353,-71.0718605
162 First Street,Melrose,Winthrop,Public School,1780050,42.45711499999999,-71.052635
10 North Avenue,Mendon,Henry P Clough,Public School,7100179,42.1091813,-71.5560203
69 Main Street,Upton,Memorial School,Public School,7100001,42.1704413,-71.6134347
148 North Avenue,Mendon,Miscoe Hill School,Public School,7100015,42.1305005,-71.5730617
90 Pleasant Street,Upton,Nipmuc Regional High,Public School,7100510,42.1610501,-71.6162161
100 Howe Street,Methuen,Comprehensive Grammar School,Public School,1810050,42.74807,-71.173412
45 Pleasant View Street,Methuen,Donald P Timony Grammar,Public School,1810060,42.7307663,-71.17206569999999
309 Pelham Street,Methuen,Marsh Grammar School,Public School,1810030,42.7290485,-71.23252690000001
1 Ranger Rd,Methuen,Methuen High,Public School,1810505,42.7328911,-71.17173149999999
75 Pleasant Street,Methuen,Tenney Grammar School,Public School,1810055,42.7321041,-71.17743209999999
41 Mayflower Avenue,Middleborough,Henry B. Burkland Elementary School,Public School,1820008,41.8862026,-70.9114185
112 Tiger Drive,Middleborough,John T. Nichols Middle,Public School,1820305,41.8876299,-70.8941771
31 Mayflower Avenue,Middleborough,Mary K. Goode Elementary School,Public School,1820010,41.8862026,-70.9114185
219 North Main Street,Middleboro,Memorial Early Childhood Center,Public School,1820011,41.8952798,-70.905981
71 East Grove Street,Middleborough,Middleborough High,Public School,1820505,41.8803782,-70.90451209999999
143 South Main Street,Middleton,Fuller Meadow,Public School,1840003,42.58358399999999,-71.009582
26 Central Street,Middleton,Howe-Manning,Public School,1840005,42.5967697,-71.0153029
110 Congress Street,Milford,Brookside,Public School,1850065,42.1498744,-71.5293974
12-14 Walnut Street,Milford,Memorial,Public School,1850010,42.1451584,-71.524979
31 West Fountain Street,Milford,Milford High,Public School,1850505,42.14837319999999,-71.5343183
31 West Fountain Street,Milford,Shining Star Early Childhood Center,Public School,1850075,42.14837319999999,-71.5343183
66 School Street,Milford,Stacy Middle,Public School,1850305,42.1433647,-71.5203482
10 North Vine Street,Milford,Woodland,Public School,1850090,42.1588258,-71.5414203
40 Elmwood Street,Millbury,Elmwood Street,Public School,1860017,42.18752689999999,-71.7731881
12 Martin Street,Millbury,Millbury Junior/Senior High,Public School,1860505,42.2002741,-71.7668054
58 Elmwood Street,Millbury,Raymond E. Shaw Elementary,Public School,1860025,42.1855263,-71.7733983
5 Park Rd,Millis,Clyde F Brown,Public School,1870005,42.1663539,-71.3594865
245 Plain Street,Millis,Millis High School,Public School,1870505,42.1625509,-71.3579918
245 Plain Street,Millis,Millis Middle,Public School,1870020,42.1625509,-71.3579918
451 Central Ave,Milton,Charles S Pierce Middle,Public School,1890410,42.258047,-71.083563
80 Edge Hill Rd,Milton,Collicot,Public School,1890005,42.2536186,-71.0523982
44 Edge Hill Rd,Milton,Cunningham School,Public School,1890007,42.2530572,-71.053366
255 Canton Avenue,Milton,Glover,Public School,1890010,42.261465,-71.07530299999999
25 Gile Road,Milton,Milton High,Public School,1890505,42.251295,-71.087221
187 Blue Hills Pkwy,Milton,Tucker,Public School,1890020,42.26081,-71.0947489
758 Marrett Rd,Lexington,Minuteman Regional High,Public School,8300605,42.445691,-71.268911
75 Mechanic Street,Shelburne Falls,Buckland-Shelburne Regional,Public School,7170005,42.6086614,-72.7355858
22 Jacksonville Rd,Colrain,Colrain Central,Public School,7170010,42.675501,-72.697485
18 Jacobs Road,Charlemont,Heath Elementary,Public School,7170015,42.7041244,-72.8313874
26 Ashfield Road,Shelburne Falls,Mohawk Trail Regional High,Public School,7170505,42.615145,-72.7543243
808 Cape Street,Ashfield,Sanderson Academy,Public School,7170020,42.50886,-72.812861
147 Depot Road,Chatham,Chatham Elementary School,Public School,7120001,41.6864384,-69.9615558
263 South Street,Harwich,Harwich Elementary School,Public School,7120002,41.6841047,-70.0832795
75 Oak Street,Harwich,Monomoy Regional High School,Public School,7120515,41.6906401,-70.0703679
425 Crowell Road,Chatham,Monomoy Regional Middle School,Public School,7120315,41.6946397,-69.971144
21 Thompson Street,Monson,Granite Valley Middle,Public School,1910310,42.10959880000001,-72.3194498
55 Margaret Street,Monson,Monson High School,Public School,1910505,42.1153427,-72.3240665
43 Margaret Street,Monson,Quarry Hill Community School,Public School,1910025,42.1133776,-72.3241502
1050 Westminster Street,Fitchburg,Montachusett Regional Vocational Technical,Public School,8320605,42.5603617,-71.85470149999999
1781 Cold Spring Road,Williamstown,Mt Greylock Regional High,Public School,7150505,42.67147019999999,-73.24144179999999
770 Salem Street,Malden,Mystic Valley Regional Charter School,Charter School,4700105,42.43448679999999,-71.04399289999999
290 Castle Road,Nahant,Johnson,Public School,1960010,42.4212392,-70.9335624
10 Surfside Road,Nantucket,Cyrus Peirce,Public School,1970010,41.273202,-70.098742
30 Surfside Road,Nantucket,Nantucket Elementary,Public School,1970005,41.2694993,-70.0985437
10 Surfside Road,Nantucket,Nantucket High,Public School,1970505,41.273202,-70.098742
16 School Street,Baldwinville,Baldwinville Elementary,Public School,7200005,42.6050491,-72.07508
460 Baldwinville Rd,Baldwinville,Narragansett Middle,Public School,7200305,42.5876707,-72.073285
464 Baldwinville Rd,Baldwinville,Narragansett Regional High,Public School,7200505,42.5880926,-72.0730318
20 The Common,Phillipston,Phillipston Memorial,Public School,7200003,42.5486611,-72.1365998
460 Baldwinville Rd,Baldwinville,Templeton Center,Public School,7200020,42.5876707,-72.073285
403 Great Rd,Stow,Center School,Public School,7250020,42.4377062,-71.5080061
100 Mechanic Street,Bolton,Florence Sawyer School,Public School,7250025,42.430118,-71.608938
55 Hartley Road,Stow,Hale,Public School,7250310,42.441189,-71.506835
1 Hollywood Drive,Lancaster,Luther Burbank Middle School,Public School,7250305,42.4682469,-71.6757161
103 Hollywood Drive,Lancaster,Mary Rowlandson Elementary,Public School,7250010,42.4683939,-71.6758606
12 Green Road,Bolton,Nashoba Regional,Public School,7250505,42.4510837,-71.6335107
100 Littleton Road,Westford,Nashoba Valley Technical High School,Public School,8520605,42.5708388,-71.4097733
22 East Evergreen Rd,Natick,Bennett-Hemenway,Public School,1980005,42.30798069999999,-71.35847679999999
1 Jean Burke Drive,Natick,Brown,Public School,1980010,42.292335,-71.38489799999999
165 Mill Street,Natick,J F Kennedy Middle School,Public School,1980305,42.2911051,-71.3846401
99 South Main Street,Natick,Johnson,Public School,1980031,42.27845019999999,-71.3506475
41 Bacon Street,Natick,Lilja Elementary,Public School,1980035,42.2950783,-71.32742329999999
107 Eliot Street,Natick,Memorial,Public School,1980043,42.270727,-71.3233863
15 West Street,Natick,Natick High,Public School,1980505,42.2759414,-71.3613105
22 Rutledge Rd,Natick,Wilson Middle,Public School,1980310,42.3021745,-71.3572842
100 Cable Rd,North Eastham,Nauset Regional High,Public School,6600505,41.8588497,-69.96758849999999
70 Route 28,Orleans,Nauset Regional Middle,Public School,6600305,41.7839482,-69.9890825
120 Broadmeadow Rd,Needham,Broadmeadow,Public School,1990005,42.2792509,-71.20830710000001
77 Ferndale Road,Needham,High Rock School,Public School,1990410,42.2745288,-71.243928
28 Glen Gary Rd,Needham,Hillside Elementary,Public School,1990035,42.295471,-71.241961
135 Wellesley Avenue,Needham,John Eliot,Public School,1990020,42.3058847,-71.2401972
609 Webster Street,Needham,Needham High,Public School,1990505,42.2864887,-71.23131289999999
1155 Central Avenue,Needham,Newman Elementary,Public School,1990050,42.28222410000001,-71.25673259999999
200 Harris Avenue,Needham,Pollard Middle,Public School,1990405,42.2764304,-71.2266219
187 Brookline Street,Needham,William Mitchell,Public School,1990040,42.288694,-71.2232159
21 Queen Street,Dorchester,Neighborhood House Charter School,Charter School,4440205,42.2932171,-71.0533622
445 Ashley Blvd,New Bedford,Abraham Lincoln,Public School,2010095,41.669658,-70.932498
286 S Second Street,New Bedford,Alfred J Gomes,Public School,2010063,41.625888,-70.92215
561 Allen Street,New Bedford,Betsey B Winslow,Public School,2010140,41.625463,-70.944526
261 Mt Pleasant Stre,New Bedford,Carlos Pacheco,Public School,2010105,41.6566496,-70.9404789
1097 Braley Rd,New Bedford,Casimir Pulaski,Public School,2010123,41.727112,-70.94425489999999
122 Rochambeau Street,New Bedford,Charles S Ashley,Public School,2010010,41.676293,-70.9334576
212 Nemasket Street,New Bedford,Elizabeth Carter Brooks,Public School,2010015,41.6430647,-70.95350619999999
256 Court Street,New Bedford,Ellen R Hathaway,Public School,2010075,41.633151,-70.940112
145 Essex Street,New Bedford,Elwyn G Campbell,Public School,2010020,41.70193099999999,-70.937698
361 Cedar Grove,New Bedford,Hayden/McFadden,Public School,2010078,41.6545846,-70.9317707
50 Hemlock Street,New Bedford,James B Congdon,Public School,2010040,41.6220978,-70.9319597
2203 Acushnet Avenue,New Bedford,Jireh Swift,Public School,2010130,41.68245,-70.922766
705 County Street,New Bedford,John Avery Parker,Public School,2010115,41.6444422,-70.9321001
120 Katherine Street,New Bedford,John B Devalles,Public School,2010050,41.6188689,-70.9276193
71 Portland Street,New Bedford,John Hannigan,Public School,2010070,41.5997719,-70.905672
225 Hathaway Blvd,New Bedford,Keith Middle School,Public School,2010405,41.6461169,-70.9496585
230 Hathaway Blvd,New Bedford,New Bedford High,Public School,2010505,41.6445762,-70.94676439999999
81 FELTON ST,New Bedford,Normandin Middle School,Public School,2010410,41.6810412,-70.9290764
286 South Second Street,New Bedford,Renaissance Community School for the Arts,Public School,2010124,41.625888,-70.92215
119 Frederick Street,New Bedford,Roosevelt Middle School,Public School,2010415,41.610225,-70.911472
247 Elm Street,New Bedford,Sgt Wm H Carney Academy,Public School,2010045,41.6361105,-70.9327707
497 Mill Street,New Bedford,Thomas R Rodman,Public School,2010125,41.6363204,-70.9486699
181 Hillman Street,New Bedford,Trinity Day Academy,Public School,2010510,41.6392365,-70.9371611
455 County Street,New Bedford,Whaling City Junior/Senior High School,Public School,2010515,41.6347542,-70.931646
620 Brock Avenue,New Bedford,William H Taylor,Public School,2010135,41.60919699999999,-70.911425
1690 Main st.,Brockton,New Heights Charter School of Brockton,Charter School,35130305,42.0516526,-71.01129019999999
201 Wendell Rd,New Salem,Swift River,Public School,7280015,42.5216619,-72.35713919999999
70 Low Street,Newburyport,Edward G. Molin Elementary School,Public School,2040030,42.808971,-70.8874189
333 High Street,Newburyport,Francis T Bresnahan Elementary,Public School,2040005,42.8200769,-70.89629049999999
241 High Street,Newburyport,Newburyport High,Public School,2040505,42.8124589,-70.886623
70 Low Street,Newburyport,Rupert A Nock Middle,Public School,2040305,42.808971,-70.8874189
1697 Beacon Street,Waban,A E Angier,Public School,2070005,42.3265807,-71.232528
42 Vernon St,Newton,Bigelow Middle,Public School,2070305,42.3535749,-71.18141899999999
280 Cypress Street,Newton Centre,Bowen,Public School,2070015,42.3214342,-71.1875467
171 Pine Street,Auburndale,C C Burr,Public School,2070020,42.3522837,-71.2420683
229 Cabot Street,Newtonville,Cabot,Public School,2070025,42.3490686,-71.1987762
125 Meadowbrook Rd,Newton Centre,Charles E Brown Middle,Public School,2070310,42.3091817,-71.18986699999999
191 Dedham Street,Newton Highlands,Countryside,Public School,2070040,42.3129862,-71.2024417
21 Minot PL,Newtonville,F A Day Middle,Public School,2070315,42.357605,-71.21233250000002
125 Derby Street,West Newton,Franklin,Public School,2070055,42.3583035,-71.2286202
687 Watertown Street,Newtonville,Horace Mann,Public School,2070075,42.3547948,-71.2134825
10 Dolphin Rd,Newton Centre,John Ward,Public School,2070120,42.3404779,-71.17852529999999
191 Pearl Street,Newton,Lincoln-Eliot,Public School,2070070,42.35977279999999,-71.1940678
149 Pleasant Street,Newton Centre,Mason-Rice,Public School,2070080,42.3325009,-71.19935079999999
250 Brookline Street,Newton Centre,Memorial Spaulding,Public School,2070105,42.3021295,-71.1777946
100 Walnut Street,Newtonville,Newton Early Childhood Center,Public School,2070108,42.3570569,-71.20942339999999
457 Walnut Street,Newtonville,Newton North High,Public School,2070505,42.3449976,-71.2077738
140 Brandeis Rd,Newton Centre,Newton South High,Public School,2070510,42.31352340000001,-71.1865424
130 Wheeler Road,Newton Centre,Oak Hill Middle,Public School,2070320,42.3100435,-71.1915209
170 Temple Street,West Newton,Peirce,Public School,2070100,42.3419924,-71.2315034
101 Vernon Street,Newton Corner,Underwood,Public School,2070115,42.3551651,-71.1837965
141 Grove Street,Auburndale,Williams,Public School,2070125,42.3422479,-71.2496132
225 Nevada Street,Newtonville,Zervas,Public School,2070130,42.36054439999999,-71.2088945
70 Boardman Street,Norfolk,Freeman-Kennedy School,Public School,2080005,42.1239717,-71.32366979999999
232 Main Street,Norfolk,H Olive Day,Public School,2080015,42.1203893,-71.3350449
400 Main Street,Walpole,Norfolk County Agricultural,Public School,9150705,42.1640658,-71.2379349
20 Brayton Hill Terrace,North Adams,Brayton,Public School,2090035,42.6970038,-73.1384206
24 Church Street,North Adams,Colegrove Park Elementary,Public School,2090008,42.699618,-73.1090952
1130 South Church Street,North Adams,Drury High,Public School,2090505,42.66999740000001,-73.0961216
100 Phelps Avenue,North Adams,Greylock,Public School,2090015,42.69727109999999,-73.15568979999999
300 Abbott Street,North Andover,Annie L Sargent School,Public School,2110018,42.6712855,-71.0971739
111 Phillips Brks Rd,North Andover,Atkinson,Public School,2110001,42.6895953,-71.12309789999999
2 Cypress Terrace,North Andover,Franklin,Public School,2110010,42.6764922,-71.1197933
601 Main Street,North Andover,Kittredge,Public School,2110015,42.6921021,-71.1193626
430 Osgood Street,North Andover,North Andover High,Public School,2110505,42.7005778,-71.116571
495 Main Street,North Andover,North Andover Middle,Public School,2110305,42.6926265,-71.1219143
266 Waverly Rd,North Andover,Thomson,Public School,2110020,42.6958877,-71.1355804
70 Amvet Boulevard,North Attleborough,Amvet Boulevard,Public School,2120007,41.9766601,-71.3427774
45 South Washington Street,North Attleborough,Community,Public School,2120030,41.98054,-71.33475299999999
2 Jackson Street,North Attleborough,Falls,Public School,2120010,41.9723779,-71.314365
37 Landry Avenue,North Attleborough,Joseph W Martin Jr Elementary,Public School,2120013,41.996306,-71.29713199999999
1 Wilson W. Whitty Way,North Attleborough,North Attleboro High,Public School,2120505,41.9835039,-71.310594
25 School Street,North Attleborough,North Attleborough Early Learning Center,Public School,2120020,41.991937,-71.33175899999999
564 Landry Avenue,North Attleborough,North Attleborough Middle,Public School,2120305,41.98298310000001,-71.31042839999999
108 Roosevelt Avenue,North Attleborough,Roosevelt Avenue,Public School,2120015,41.9784,-71.341058
10 New School Drive,North Brookfield,North Brookfield Elementary,Public School,2150015,42.279007,-72.0809853
10 New School Drive,North Brookfield,North Brookfield High,Public School,2150505,42.279007,-72.0809853
911 Main Street,Ashby,Ashby Elementary,Public School,7350010,42.678931,-71.824322
64 Brookline Rd,Townsend,Hawthorne Brook,Public School,7350030,42.674068,-71.703425
33 Chace Avenue,Pepperell,Nissitissit Middle School,Public School,7350310,42.673736,-71.59074079999999
19 Main Street,Townsend,North Middlesex Regional,Public School,7350505,42.6519701,-71.66132560000001
4 Main Street,Pepperell,Peter Fitzpatrick School,Public School,7350515,42.6682102,-71.59732269999999
1 Whitcomb Street,Townsend,Spaulding Memorial,Public School,7350005,42.6704186,-71.7137161
66 Brookline Road,Townsend,Squannacook Early Childhood Center,Public School,7350002,42.6757736,-71.6996915
10 Hollis Street,Pepperell,Varnum Brook,Public School,7350035,42.66915849999999,-71.5894538
7 Barberry Lane,North Reading,E Ethel Little School,Public School,2170003,42.570409,-71.121038
298A Haverhill St,North Reading,J Turner Hood,Public School,2170010,42.595385,-71.09006099999999
175 Park Street,North Reading,L D Batchelder,Public School,2170005,42.5748865,-71.0802866
189 Park Street,North Reading,North Reading High,Public School,2170505,42.574258,-71.08356
189 Park Street,North Reading,North Reading Middle,Public School,2170305,42.574258,-71.08356
2 Parsons Street,Northampton,Bridge Street,Public School,2100005,42.3234106,-72.6264661
120 Jackson Street,Northampton,Jackson Street,Public School,2100020,42.33445529999999,-72.64490529999999
100 Bridge Rd,Florence,John F Kennedy Middle School,Public School,2100410,42.3458715,-72.67741749999999
20 Florence Street,Leeds,Leeds,Public School,2100025,42.3518692,-72.69827839999999
380 Elm Street,Northampton,Northampton High,Public School,2100505,42.325333,-72.650464
498 Ryan Rd,Florence,R. K. Finn Ryan Road,Public School,2100029,42.317789,-72.69266
80 Locust Street,Northampton,Smith Vocational and Agricultural High,Public School,4060705,42.331868,-72.655742
79 Bartlett Street,Northborough,Algonquin Regional High,Public School,7300505,42.325253,-71.61294199999999
26 Jefferson Rd,Northborough,Fannie E Proctor,Public School,2130015,42.3023823,-71.6524489
76 Lincoln Street,Northborough,Lincoln Street,Public School,2130003,42.3155654,-71.65622309999999
31 Maple Street,Northborough,Marguerite E Peaslee,Public School,2130014,42.3223636,-71.6278608
33 Howard Street,Northborough,Marion E Zeh,Public School,2130020,42.32418260000001,-71.6481407
145 Lincoln Street,Northborough,Robert E. Melican Middle School,Public School,2130305,42.3201332,-71.6593197
30 Cross Street,Whitinsville,Northbridge Elementary,Public School,2140005,42.1106796,-71.6601822
427 Linwood Avenue,Whitinsville,Northbridge High,Public School,2140505,42.1054509,-71.6496073
171 Linwood Avenue,Whitinsville,Northbridge Middle,Public School,2140305,42.1090706,-71.65759109999999
21 Crescent Street,Whitinsville,W Edward Balmer,Public School,2140001,42.1153366,-71.67993
100 Hemlock Rd,Wakefield,Northeast Metro Regional Vocational,Public School,8530605,42.4958017,-71.0439706
70 Hodges Cross Rd,North Adams,Charles McCann Vocational Technical,Public School,8510605,42.6642768,-73.1007254
64 West Main Street,Norton,Henri A. Yelle,Public School,2180060,41.9624137,-71.1924147
315 West Main Street,Norton,J C Solmonese,Public School,2180015,41.9527521,-71.2277957
38 Plain Street,Norton,L G Nourse Elementary,Public School,2180010,41.9684896,-71.1666106
66 West Main Street,Norton,Norton High,Public School,2180505,41.9604897,-71.1964156
215 West Main Street,Norton,Norton Middle,Public School,2180305,41.959855,-71.212434
81 High Street,Norwell,Grace Farrar Cole,Public School,2190005,42.16734049999999,-70.8803205
18 South Street,Norwell,Norwell High,Public School,2190505,42.1563265,-70.83752
328 Main Street,Norwell,Norwell Middle School,Public School,2190405,42.1561098,-70.81980539999999
102 Old Oaken Bucket Road,Norwell,William G Vinal,Public School,2190020,42.1762919,-70.796179
1170 Washington Street,Norwood,Balch,Public School,2200005,42.1769574,-71.2054359
66 Richland Road,Norwood,Charles J Prescott,Public School,2200025,42.1754913,-71.1813505
116 Garfield Avenue,Norwood,Cornelius M Callahan,Public School,2200010,42.195578,-71.1916918
1315 Washington Street,Norwood,Dr. Philip O. Coakley Middle School,Public School,2200305,42.1724684,-71.210687
33 George Willett Parkway,Norwood,F A Cleveland,Public School,2200015,42.1840317,-71.2197767
100 Westover Parkway,Norwood,George F. Willett,Public School,2200075,42.1925779,-71.2231678
165 Prospect Street,Norwood,John P Oldham,Public School,2200020,42.2040598,-71.2048119
245 Nichols Street,Norwood,Norwood High,Public School,2200505,42.1915438,-71.2154731
PO Box 1325,Oak Bluffs,Oak Bluffs Elementary,Public School,2210005,41.4542793,-70.5619724
476 North Avenue,Rochester,Old Colony Regional Vocational Technical,Public School,8550605,41.7858981,-70.8714335
135 Marion Rd,Mattapoisett,Old Rochester Regional High,Public School,7400505,41.6725674,-70.7783753
133 Marion Rd,Mattapoisett,Old Rochester Regional Jr High,Public School,7400405,41.6721628,-70.7776099
1 Old Sturbridge Village Road,Sturbridge,Old Sturbridge Academy Charter Public School,Charter School,35150205,42.1088983,-72.09875199999999
3 Dexter St,Orange,Dexter Park,Public School,2230010,42.5970266,-72.3083891
59 Dexter Street,Orange,Fisher Hill,Public School,2230015,42.5989734,-72.3094689
46 Eldredge Pkwy,Orleans,Orleans Elementary,Public School,2240005,41.7794336,-69.9941922
9 Clover Street,Oxford,Alfred M Chaffee,Public School,2260010,42.107418,-71.869529
25 Depot Road,Oxford,Clara Barton,Public School,2260005,42.151429,-71.869248
100 Carbuncle Drive,Oxford,Oxford High,Public School,2260505,42.136883,-71.86695399999999
497 Main Street,Oxford,Oxford Middle,Public School,2260405,42.1374751,-71.86875599999999
12 Carbuncle Drive,Oxford,Project C.O.F.F.E.E.,Public School,2260305,42.136883,-71.86695399999999
